probe	t	pval	logFC	p_adj
10025924219	-20.878083291806316	1.0704643042787692e-68	-0.43465934043260734	6.183505569422067e-66
10025906870	-21.2329993609344	1.3355251927377843e-68	-0.24087124787664274	7.602815879817416e-66
10025906614	-21.221834341572116	1.4506729549584087e-68	-0.18722115745025064	8.140347667252328e-66
10025935164	-21.13269671241587	1.5069486042665827e-68	-0.3924144900990302	8.337033968393151e-66
10023820542	-21.92047960274935	1.786945107439088e-68	-0.234366415958348	9.748778308362136e-66
10023815664	-21.081018797376327	2.2409814882176143e-68	-0.42865515298276147	1.205832230920382e-65
10025906599	-21.046653579397905	2.6870180892084263e-68	-0.3341586675394905	1.4262982505960403e-65
10025912473	-21.17388258186443	3.130096233334248e-68	-0.31894390940684614	1.6393357339382569e-65
10023843595	21.286523461156357	3.254833489493112e-68	0.2671145549749579	1.6794405785283807e-65
10023819474	21.951175598019912	3.2921823968097075e-68	0.2889417572560448	1.6794405785283807e-65
10023822348	-21.36205634081941	3.4983529935373547e-68	-0.16834050906811177	1.7617346870018886e-65
10025906368	-20.93195751779027	4.0226331976745634e-68	-0.33614282359342507	2.0001143291728716e-65
10025923462	-21.23018381689372	4.174935416823858e-68	-0.24925677713724798	2.0498932896605145e-65
10031920000	-20.975564611100477	4.7798408693324885e-68	-0.12902287052964043	2.3179277697207425e-65
10023840887	-21.165853156931284	6.6765509127762396e-68	-0.23462723495634888	3.1982307299250082e-65
10025909133	20.81465277345079	6.76646298789284e-68	0.2191129439323197	3.2022489899329005e-65
10025923120	-21.879858843233364	8.05040186416099e-68	-0.17031150660400657	3.7645212526695673e-65
10025906033	-20.727818830974343	8.581941275204374e-68	-0.1807821010237662	3.965866509294445e-65
10023813558	20.766688791207752	9.081601194967817e-68	0.20578870802261762	4.147968545794603e-65
10025913015	-21.42129834907863	9.681389189639994e-68	-0.27936878170230556	4.371091578954701e-65
10023816611	-20.8197986368729	1.1258568706582222e-67	-0.3153427811879597	4.968950323534266e-65
